FullName,Price,Volume,Type,Country
Barbera d'Alba Compolive,189,750,Rött vin,Italien
I Lasi Valpolicella Ripasso Superiore,149,750,Rött vin,Italien
"Mikkeller Peter, Pale and Mary Gluten Free",24.9,330,Öl,Internationellt märke
Peirano Old Vine Zinfandel,178,750,Rött vin,USA
Peirano Chardonnay,178,750,Vitt vin,USA
Adnams Southwold Crystal Rye IPA,19.8,330,Öl,Storbritannien
Terra Mazzei,119,750,Rött vin,Italien
Dr Pauly-Bergweiler Riesling Trocken,129,750,Vitt vin,Tyskland
Pierre Brigandat Blanc de Noir Brut Tradition,269,750,Mousserande vin,Frankrike
Donnatá Nero d'Avola,117,750,Rött vin,Italien
Ménage à Trois Zinfandel,159,750,Rött vin,USA
Ciampoleto Rosso di Montalcino,159,750,Rött vin,Italien
Ménage à Trois Chardonnay,159,750,Vitt vin,USA
True Zin Zinfandel,89,750,Rött vin,Italien
Brioni Sant'Antimo Rosso Il Poggiolo,121,750,Rött vin,Italien
Mezzacorona Pinot Grigio Riserva,89,750,Vitt vin,Italien
Millepassi Bolgheri Superiore,449,750,Rött vin,Italien
Neumarkter Lammsbräu Glutenfri,25.7,330,Öl,Tyskland
Triumvirat,251,750,Rött vin,Spanien
Pali Huntington Pinot Noir,229,750,Rött vin,USA
Castle Rock Pinot Noir,159,750,Rött vin,USA
Rochioli Estate Pinot Noir,447,750,Rött vin,USA
Purezza Pinot Grigio,93,750,Vitt vin,Italien
Revana,1186,750,Rött vin,USA
Domaine Maurel Tradition,122,750,Rött vin,Frankrike
Sottovoce Chardonnay,145,750,Vitt vin,Italien
Domaine Marcel Deiss Schoffweg,419,750,Vitt vin,Frankrike
Quorum Valdobbiadene Prosecco,129,750,Mousserande vin,Italien
Guimaro Mencia,159,750,Rött vin,Spanien
Mionetto Prosecco Prestige,99,750,Mousserande vin,Italien
Badger Fursty Ferret,29.6,500,Öl,Storbritannien
Badger Hopping Hare,29.6,500,Öl,Storbritannien
The Irishman 12 Years,570,700,Whisky,Irland
Badger Tanglefoot,30.1,500,Öl,Storbritannien
Timothy Taylor's Landlord,33.1,500,Öl,Storbritannien
Adeo,255,750,Rött vin,Italien
N Blanc,152,750,Vitt vin,Frankrike
Domaine Pon,91,750,Rött vin,Frankrike
Cuvée Saint Honorat,219,750,Rött vin,Frankrike
Barolo Sant'Evasio,395,750,Rött vin,Italien
Simonsig Cape Blend Cabernet Sauvignon Pinotage Shiraz,79,750,Rött vin,Sydafrika
Viña Pedrosa Crianza,169,750,Rött vin,Spanien
Rawson's Retreat Chardonnay,79,750,Vitt vin,Australien
Charmes-Chambertin Grand Cru Dugat-Py,3852,750,Rött vin,Frankrike
Norrlands Guld Ljus EKO,9.9,330,Öl,Sverige
Rampone Minutolo,149,750,Vitt vin,Italien
Arpago Primitivo,129,750,Rött vin,Italien
Cupa Bianco D`alessano,119,750,Vitt vin,Italien
1759 Spumante Classico Verdeca,199,750,Mousserande vin,Italien
Verso Sud Susumaniello,139,750,Rött vin,Italien
Turley Old Vine Zinfandel,419,750,Rött vin,USA
Hundred Fifty Six Anniversary Brut,169,750,Mousserande vin,Italien
Camden Park Shiraz Grenache,76,750,Rött vin,Australien
Callet,219,750,Rött vin,Spanien
Geoff Merrill Jacko's Shiraz,179,750,Rött vin,Australien
Priorat Torroja,398,750,Rött vin,Spanien
Priorat Pedra de Guix Blanco,798,750,Vitt vin,Spanien
Sierra Nevada Sidecar Orange Pale Ale,26.9,355,Öl,USA
Paixar Mencía,358,750,Rött vin,Spanien
Yalumba Organic Viognier,109,750,Vitt vin,Australien
Julius Kayser Grüner Veltliner,59,750,Vitt vin,Ungern
Firesteed Pinot Noir,169,750,Rött vin,USA
Reto,169,750,Vitt vin,Spanien
WB Whisky Breton,439,700,Whisky,Frankrike
Paco Garcia Crianza,169,750,Rött vin,Spanien
Paco Garcia Garnacha,185,750,Rött vin,Spanien
Paco Garcia Seis,139,750,Rött vin,Spanien
Inanna Tempranillo,179,750,Rött vin,Spanien
Malvira Birbet,179,750,Rött vin,Italien
Malvira Langhe Nebbiolo,121,375,Rött vin,Italien
Armorik Sherry Cask,598,700,Whisky,Frankrike
Armorik Millesime,1028,700,Whisky,Frankrike
Armorik Dervenn,698,700,Whisky,Frankrike
Domaine Dehours La Croix Joly Oeil de Perdrix Extra Brut,589,750,Mousserande vin,Frankrike
Heartbeat Hoppy Lager,21.9,330,Öl,Sverige
North Coast Brewing Brother Thelonius,45,355,Öl,USA
Ca' del Sette Stranero,99,750,Rött vin,Italien
Anatrino Toscano Bianco,192,750,Vitt vin,Italien
1902 Mas Doix,2378,750,Rött vin,Spanien
La Casilla Bobal,169,750,Rött vin,Spanien
Vouvray Cuvée de Silex Bernard Fouquet,162,750,Vitt vin,Frankrike
Clos Lojen Bobal,125,750,Rött vin,Spanien
District 7 Pinot Noir,125,750,Rött vin,USA
Jämtlands Påskebrygd,19.9,330,Öl,Sverige
Oppigårds Easter Ale,27.9,500,Öl,Sverige
Pumpviken Påsköl,30.2,500,Öl,Sverige
Corralillo Sauvignon Blanc,99,750,Vitt vin,Chile
Wisby Påsköl,19.9,330,Öl,Sverige
Torres Las Mulas Carmenère,89,750,Rött vin,Chile
Three Hearts Påskebrygd,17.2,500,Öl,Sverige
Jacob's Creek Lighter Alcohol Shiraz,79,750,Rött vin,Australien
Jämtlands Påsköl,20.9,330,Öl,Sverige
Zonnebloem Organic Cabernet Sauvignon Shiraz,100,750,Rött vin,Sydafrika
Casas Patronales Mixtura,149,750,Rött vin,Chile
Mariestads Påsköl,19.5,500,Öl,Sverige
Santa Helena Alpaca Merlot,65,750,Rött vin,Chile
Alto Pina Reserva,75,750,Rött vin,Portugal
Estelado Rosé Sparkling Wine,99,750,Mousserande vin,Chile
Viña Bosconia,229,750,Rött vin,Spanien
Lasse Stefanz Rosso Veneto,49,750,Rött vin,Italien
Villa Schinosa Aglianico,125,750,Rött vin,Italien
Villa Schinosa Falanghina,125,750,Vitt vin,Italien
Gosset Excellence Brut,319,750,Mousserande vin,Frankrike
La Fortuna Late Harvest,99,375,Vitt vin,Chile
Fleury Extra Brut,700,750,Mousserande vin,Frankrike
Château Boutisse,249,750,Rött vin,Frankrike
L' Hospitalet de Gazin,499,750,Rött vin,Frankrike
Paul Goerg Rosé Premier Cru Brut,396,750,Mousserande vin,Frankrike
Maquis Carménère Gran Reserva,99,750,Rött vin,Chile
Maquis Malbec Gran Reserva,149,750,Rött vin,Chile
Maquis Cabernet Franc Gran Reserva,149,750,Rött vin,Chile
Maquis Cabernet Sauvignon Gran Reserva,149,750,Rött vin,Chile
Maquis Lien,199,750,Rött vin,Chile
Maquis Viola,299,750,Rött vin,Chile
Maquis Franco,459,750,Rött vin,Chile
Auchentoshan The Pearls of Scotland Cask Strength 16 Years,1099,700,Whisky,Storbritannien
Blair Athol The Pearls of Scotland Cask Strength 23 Years,1399,700,Whisky,Storbritannien
Auchroisk The Pearls of Scotland Cask Strength 23 Years,1385,700,Whisky,Storbritannien
Côte-Rôtie La Péroline,619,750,Rött vin,Frankrike
Vigno,199,750,Rött vin,Chile
Benedé Catarratto,117,750,Vitt vin,Italien
Kaid Syrah,157,750,Rött vin,Italien
Kaid Sauvignon,141,750,Vitt vin,Italien
Charmes de Kirwan,299,750,Rött vin,Frankrike
Dolcetto d'Alba Luciano Sandrone,159,750,Rött vin,Italien
Savigny les Beaune Blanc Domaine du Château de Meursault,279,750,Vitt vin,Frankrike
Ardbeg Mackillop's Choice,4803,700,Whisky,Storbritannien
Mackillop's Choice Port Ellen,9703,700,Whisky,Storbritannien
Maredsous Blond,69.9,750,Öl,Belgien
Houblon Chouffe Double IPA Tripel,79.9,750,Öl,Belgien
La Trappe Blond,79.9,750,Öl,Nederländerna
Cerasuolo di Vittoria Gulfi,189,750,Rött vin,Italien
Michel Turgy Millésime Brut Blanc de Blancs Grand Cru,378,750,Mousserande vin,Frankrike
Pietradolce Etna Rosso,224,750,Rött vin,Italien
Archineri Etna Rosso Pietradolce,353,750,Rött vin,Italien
Mercurey Premier Cru Clos des Barraults Domaine Michel Juillot,286,750,Rött vin,Frankrike
Teeling Single Malt,499,700,Whisky,Irland
Kackelbryggeriet Ale,24.3,330,Öl,Sverige
S By Sweden,151,750,Mousserande vin,Frankrike
Remmarlöv The Holley Organic Blonde Ale,19.9,330,Öl,Sverige
Spitzerberg,399,750,Rött vin,Österrike
Malvira Tre Uve,199,750,Vitt vin,Italien
Remmarlöv The Jeenius IPA,27.5,330,Öl,Sverige
The Hundred,219,750,Rött vin,Australien
Willunga 100 Grenache,179,750,Rött vin,Australien
Willunga 100 Cabernet Shiraz,179,750,Rött vin,Australien
Pago el Espino Petit Verdot Merlot Tempranillo,206,750,Rött vin,Spanien
Robert Sinskey Vineyards Pinot Noir,299,750,Rött vin,USA
Tinpot Hut Sauvignon Blanc,169,750,Vitt vin,Nya Zeeland
Tinpot Hut Pinot Noir,179,750,Rött vin,Nya Zeeland
Tomatin Five Virtues Earth Edition,895,700,Whisky,Storbritannien
Amante,195,750,Rött vin,Italien
Appassionante 1848 Sorio,115,750,Rött vin,Italien
Bernard Fouquet Vouvray Brut,162,750,Mousserande vin,Frankrike
Kleine Zalze Family Reserve Shiraz,259,750,Rött vin,Sydafrika
Ca' del Sette Bacca del Merlo,99,750,Vitt vin,Italien
Sansibar Landmark London 9 Years,1359,700,Whisky,Storbritannien
Sansibar Landmark Paris 8 Years,998,700,Whisky,Storbritannien
Harpoon Hoppy Adventure DIPA,49.9,473,Öl,USA
Jean Claude Lapalu Eau Forte,249,750,Rött vin,Frankrike
Priorat Les Tosses,2348,750,Rött vin,Spanien
Amarcord La Gradisca,17.9,330,Öl,Italien
La Pierre Gamay,185,750,Rött vin,Frankrike
La Pierre Chardonnay,165,750,Vitt vin,Frankrike
Elogio alla Lentezza,170,500,Vitt vin,Italien
I Pastini Spumante Brut,125,750,Mousserande vin,Italien
1865 Sauvignon Blanc,131,750,Vitt vin,Chile
Arnot-Roberts Watson Ranch Chardonnay,431,750,Vitt vin,USA
Arnot-Roberts Syrah,431,750,Rött vin,USA
Elephant Hill Reserve Syrah,249,750,Rött vin,Nya Zeeland
Substance Sauvignon Blanc Vineyard Collection,199,750,Vitt vin,USA
Swan Bay Chardonnay,145,750,Vitt vin,Australien
Elephant Hill Reserve Chardonnay,249,750,Vitt vin,Nya Zeeland
Tenuta Marini Fiano,119,750,Vitt vin,Italien
Gérard Bertrand Clos d Óra,1639,750,Rött vin,Frankrike
Ghost Grale,29.9,330,Öl,Sverige
Tina Spumante Extra Dry,78,750,Mousserande vin,Italien
Rampaniuci,296,750,Rött vin,Italien
Peruzzi,281,750,Mousserande vin,Italien
Villa Cavallo,109,750,Rött vin,Italien
N Rouge,163,750,Rött vin,Frankrike
Magico Douro,93,750,Rött vin,Portugal
Cuvée the Pleaser The Per Gessle Selection,359,750,Mousserande vin,Frankrike
Cuvée the Convincer The Per Gessle Selection,355,750,Mousserande vin,Frankrike
Andra Generationen,100,750,Rött vin,Republiken Makedonien
Château Famaey Tradition Malbec,123,750,Rött vin,Frankrike
Colección Vivanco 4 Varietales,459,750,Rött vin,Spanien
Coteaux du Layon Les Perrières,227,750,Vitt vin,Frankrike
Cask Islay Single Malt,499,700,Whisky,Storbritannien
Stronachie 10 Years,499,700,Whisky,Storbritannien
Château Rival Bellevue,122,750,Rött vin,Frankrike
Nodus Bobal,149,750,Rött vin,Spanien
Paloma de Plata Albariño,139,750,Vitt vin,Spanien
Priorat Les Manyes,2348,750,Rött vin,Spanien
Priorat Terra de Cuques,448,750,Vitt vin,Spanien
Ponte das Canas,187,750,Rött vin,Portugal
Corteforte Il Sole di Corteforte Veneto,251,375,Vitt vin,Italien
Xavier Loriot 100S Zero Dosage Extra Brut,481,750,Mousserande vin,Frankrike
Château La Lacroix Cantenac,250,750,Rött vin,Frankrike
Xi-Ro Domaine Ligas,235,750,Rött vin,Grekland
Nodus Tinto de Autor,169,750,Rött vin,Spanien
Cazals Claude Carte Or Grand Cru Brut,479,750,Mousserande vin,Frankrike
Xavier Loriot 100S Sans Sulfites ajoutes,562,750,Mousserande vin,Frankrike
NKB Hokitika Hootch IPA,29.8,330,Öl,Sverige
Gramona Enoteca Brut Nature Gran Reserve,1250,750,Mousserande vin,Spanien
Giant Step Sexton Vineyard Chardonnay,199,750,Vitt vin,Australien
Dry Szamorodni Samuel Tinon,289,500,Vitt vin,Ungern
Elephant Hill Syrah,169,750,Rött vin,Nya Zeeland
Dolia Le Paradis,402,750,Rött vin,Frankrike
Gevrey Chambertin Alain Burguet,479,750,Rött vin,Frankrike
Sgajo Prosecco,103,750,Mousserande vin,Italien
Mistinguett Brut,112,750,Mousserande vin,Spanien
Corsendonk Agnus Tripel,36.2,330,Öl,Belgien
Natura Duche d´Uzes Blanc,98,750,Vitt vin,Frankrike
Abdyika First Selection Reserve,279,750,Rött vin,Bulgarien
Vitis Barbera d'Asti,139,750,Rött vin,Italien
Castello Di Torre In Pietra Syrah,115,750,Rött vin,Italien
Viven Blond,29.7,330,Öl,Belgien
Saint Veran Les Terres Noir,209,750,Vitt vin,Frankrike
Aberlour 12 Years,389,700,Whisky,Storbritannien
Fuller's ESB,20.4,330,Öl,Storbritannien
Fuller's India Pale Ale,19.4,330,Öl,Storbritannien
"Special Brew Special Brew 6,3%",9.9,330,Öl,Sverige
El Nómada Finca De La Rica,171,750,Rött vin,Spanien
Castello Di Torre In Pietra Chardonnay,115,750,Vitt vin,Italien
Castello Di Torre In Pietra Brut,127,750,Mousserande vin,Italien
Cuilleron St Pierre,299,750,Vitt vin,Frankrike
Menetou-Salon Domaine Jean Teiller,207,750,Vitt vin,Frankrike
Macon Chardonnay,294,750,Vitt vin,Frankrike
Saint-Veran La Côte Rôtie,257,750,Vitt vin,Frankrike
Gricos Aglianico del Vulture,139,750,Rött vin,Italien
Sol Luigi Righetti,139,750,Rött vin,Italien
Quinta Da Aveleda Vinho Verde,87,750,Vitt vin,Portugal
Mathelin Tradition Brut,349,750,Mousserande vin,Frankrike
Mathelin L’Orée des Chênes Brut,388,750,Mousserande vin,Frankrike
Mathelin Rosé de Saignée Brut,399,750,Mousserande vin,Frankrike
Mathelin Prestige Millesime Brut,499,750,Mousserande vin,Frankrike
Dumangin La Cuvée,368,750,Mousserande vin,Frankrike
Dumangin Le Rosé,437,750,Mousserande vin,Frankrike
Dumangin L´ Extra Brut,419,750,Mousserande vin,Frankrike
Reserva de la Familia Juvé y Camps,159,750,Mousserande vin,Spanien
Dumangin Premium Blanc De Blancs Extra Brut,510,750,Mousserande vin,Frankrike
Dumangin Vinothèque Premier Cru Brut,1710,750,Mousserande vin,Frankrike
ÀN/2,249,750,Rött vin,Spanien
Edward Blom Merlot Cabernet Sauvignon,100,750,Rött vin,Frankrike
Helsingborgs Funky Monkey American Pale Ale,25.4,330,Öl,Sverige
Ojai Puerta del Mar Chardonnay,299,750,Vitt vin,USA
Grus Mezcla Tinta,298,750,Rött vin,Chile
RHU Mezcla Tinta,498,750,Rött vin,Chile
Alzinger Grüner Veltliner Reserve,458,750,Vitt vin,Österrike
Alzinger Hollerin Riesling Smaragd,358,750,Vitt vin,Österrike
Ribas Lira FTF 27,562,750,Rött vin,Portugal
Fontodi Chianti Classico Azienda Agricola Fontodi,236,750,Rött vin,Italien
Flaccianello della Pieve Fontodi,669,750,Rött vin,Italien
Chianti Classico Vigna del Sorbo Fontodi,513,750,Rött vin,Italien
Weihenstephan & Sierra Nevada Braupakt,22.9,330,Öl,Tyskland
Black Stallion Russian River Pinot Noir,189,750,Rött vin,USA
Codorníu Ecológica Brut,87,750,Mousserande vin,Spanien
Amundsen & Stillwater Norwegian Wild Nordic Berries Sour,31.9,330,Öl,Norge
Box Quercus 2 Alba,799,500,Whisky,Sverige
Anchor Coffee Porter,24.9,355,Öl,USA
Quentaurus,119,750,Rött vin,Italien
Il Primo Chianti Superiore,251,750,Rött vin,Italien
Primavolta Bianco,229,750,Vitt vin,Italien
Valpolicella Ripasso Classico Superiore Corteforte,248,750,Rött vin,Italien
UnCulin Negre,140,750,Rött vin,Spanien
Métairie d’Alon Chardonnay Le Village,169,750,Vitt vin,Frankrike
Métairie d’Alon Pinot Noir Le Village,169,750,Rött vin,Frankrike
Martini Prosecco,85,750,Mousserande vin,Italien
Ballast Point Sour Wench Blackberry Sour Ale,29.9,355,Öl,USA
Ballast Point High West Barrel Aged Victory At Sea,69,355,Öl,USA
Aecht Schlenkerla Fastenbier,28.5,500,Öl,Tyskland
Codice V Mazzei,149,750,Vitt vin,Italien
Rabl Riesling Vinum Optimum,149,750,Vitt vin,Österrike
Hajszan-Neumann Natural Muskateller,269,750,Vitt vin,Österrike
Wieninger Rosengartl Gemischter Satz,279,750,Vitt vin,Österrike
Philipponnat Clos de Goisses,1399,750,Mousserande vin,Frankrike
Leeu Passant,699,750,Rött vin,Sydafrika
L'Ancien Terres Dorées,159,750,Rött vin,Frankrike
Mullineux Leeu Passant Chardonnay,499,750,Vitt vin,Sydafrika
Saint Clair Pioneer Block 11 Dillons Point Chardonnay,159,750,Vitt vin,Nya Zeeland
Pouilly-Fumé Château de Tracy,149,375,Vitt vin,Frankrike
Magic Valley DIPA,39.9,330,Öl,Sverige
Linkwood Rare Vintage Gordon & MacPhail,7901,700,Whisky,Storbritannien
Strathisla Rare Vintage Gordon & MacPhail,9416,700,Whisky,Storbritannien
Glenburgie Rare Vintage Gordon & MacPhail,11509,700,Whisky,Storbritannien
Captain Lawrence Barrel Select Gold,120,375,Öl,USA
Szepsy Tokaji Estate Furmint,259,750,Vitt vin,Ungern
Tokaji Aszu 6 Puttonyos Istvan Szepsy,999,500,Vitt vin,Ungern
Teeling Brabazon Series 2 Port Cask,799,700,Whisky,Irland
Asmara,37,330,Öl,Eritrea
Innis & Gunn Tullamore Dew Barrel Aged Stout,29.9,330,Öl,Storbritannien
Bruichladdich Black Art 5,3219,700,Whisky,Storbritannien
Bruichladdich Octomore 7.3,1899,700,Whisky,Storbritannien
Bruichladdich Octomore 6.1,1449,700,Whisky,Storbritannien
Saint Clair Wairau Reserve Sauvignon Blanc,159,750,Vitt vin,Nya Zeeland
Markowitsch Ried Kirchweingarten Zweigelt,279,750,Rött vin,Österrike
Châteauneuf-du-Pape Lieu-Dit Pignan Pierre Henri Morel,499,750,Rött vin,Frankrike
Sydhang Muhr-van der Niepoort,199,750,Rött vin,Österrike
Chablis Premier Cru Fourchaume La Chablisienne,299,750,Vitt vin,Frankrike
Bruichladdich The Organic,749,700,Whisky,Storbritannien
Bruichladdich Bere,749,700,Whisky,Storbritannien
Longmorn Rare Vintage Refill Sherry Cask,4183,700,Whisky,Storbritannien
Skouras Moscofilero,159,750,Vitt vin,Grekland
Nemea St George,165,750,Rött vin,Grekland
Honoro Vera Organic Monastrell,95,750,Rött vin,Spanien
La Marimorena Albariño Sobre Lías,158,750,Rött vin,Spanien
Invisible Man Tempranillo,149,750,Rött vin,Spanien
Togouchi Kiwami,629,700,Whisky,Japan
Akashi Meisei,539,500,Whisky,Japan
Hovfrökens Himmelska Brown Ale,29.6,330,Öl,Sverige
Yellow Rose American Whiskey,648,700,Whisky,USA
Yellow Rose Rye,728,700,Whisky,USA
Yellow Rose Rye Maple Finish,858,700,Whisky,USA
Masso Antico Primitivo Appassito,89,750,Rött vin,Italien
Amrut Blackadder Raw Cask,1398,700,Whisky,Indien
English Whisky Sauternes Cask 9 Years,1149,700,Whisky,Storbritannien
Mortlach Rare Vintage First Fill Sherry Cask,3935,700,Whisky,Storbritannien
Highland Park The MacPhails's Collection,2402,700,Whisky,Storbritannien
Port Charlotte Cooper's Choice Single Cask 11 Years Old,1297,700,Whisky,Storbritannien
Glenallachie Single Cask 25 Years Old,1549,700,Whisky,Storbritannien
Glenburgie Single Cask 25 Years Old,1563,700,Whisky,Storbritannien
Bunnahabhain Cooper's Choice Single Cask 27 Years Old,1773,700,Whisky,Storbritannien
VRUCARA Nero d'Avola,299,750,Rött vin,Italien
Longrow Red 11 Years Old Cabernet Franc,944,700,Whisky,Storbritannien
Göteborgs Nya Starkpilsner,18.8,330,Öl,Sverige
Ben Riach 22 Years Old Wood Finish Dark Rum,2049,700,Whisky,Storbritannien
BenRiach 22 Years Old Wood Finish Albariza Peated,2499,700,Whisky,Storbritannien
GlenGlassaugh Virgin Oak Wood Finish Peated,649,700,Whisky,Storbritannien
GlenGlassaugh Port Wood Finish Unpeated,629,700,Whisky,Storbritannien
GlenGlassaugh PX Wood Finish Unpeated,629,700,Whisky,Storbritannien
Balvenie TUN 1509 Batch 4,2899,700,Whisky,Storbritannien
GlenDronach Peated Port Wood Finish,589,700,Whisky,Storbritannien
Domaine Bott-Geyl Riesling Les Éléments,175,750,Vitt vin,Frankrike
Chateau la Reyne L'Excellence,179,750,Rött vin,Frankrike
Château de Nages Vieille Vignes Rouges,145,750,Rött vin,Frankrike
Michter's 10 Year Kentucky Straight Bourbon,1899,700,Whisky,USA
James McTaggart Anniversary Malt,749,700,Whisky,Storbritannien
Isle of Arran 21Years Old Single Sherry Cask HH 1996/1116,1699,700,Whisky,Storbritannien
Isle of Arran 21 Years Old Single Sherry Cask HH 1996/187,1699,700,Whisky,Storbritannien
English Whisky Sherry Cask 5 Years,1089,700,Whisky,Storbritannien
Peat Reek Embers Caroni Finish,1239,700,Whisky,Storbritannien
Black Snake Vat 3 Third Venom,888,700,Whisky,Storbritannien
Bunnahabhain Blackadder Raw Cask Sherry Finish 28 Years,3996,700,Whisky,Storbritannien
Braes of Glenlivet Blackadder Raw Cask 22 Years,1669,700,Whisky,Storbritannien
Bladnoch Blackadder Raw Cask Sherry Finish no 8274 25 Years,3595,700,Whisky,Storbritannien
Bladnoch Blackadder Raw Cask Statement Wine Finish no 8272 24 Years,3495,700,Whisky,Storbritannien
Tomatin Blackadder Raw Cask Statement Sherry Finish no 9727 24 Years,2790,700,Whisky,Storbritannien
Blackadder Peat Reek Raw Cask Sherry Finish 10 Years,1224,700,Whisky,Storbritannien
Dailuaine Raw Cask no 7537 21 Years,1489,700,Whisky,Storbritannien
Black Snake Vat 4 Third Venom,897,700,Whisky,Storbritannien
Vincent Gaudry Pour Vous,699,750,Vitt vin,Frankrike
Clos Mustardó,242,750,Rött vin,Spanien
Pazo Pondal Godello,236,750,Vitt vin,Spanien
Galena,239,750,Rött vin,Spanien
Nebbiolo d'Alba Camparo,169,750,Rött vin,Italien
UnCulin Doña Blanca Godello,143,750,Vitt vin,Spanien
Alzinger Riesling Reserve,458,750,Vitt vin,Österrike
Cragganmore Distillers Edition,579,700,Whisky,Storbritannien
Domaine Lalande Sauvignon Blanc,75,750,Vitt vin,Frankrike
Malkoa,159,750,Vitt vin,Spanien
Liefmans Kriek,79.9,750,Öl,Belgien
Charles de Fère Rosé Brut,69,750,Mousserande vin,Frankrike
Menetou-Salon le Clos de la Cure,175,750,Vitt vin,Frankrike
La Trappe Quadrupple,79.9,750,Öl,Nederländerna
ÀN,419,750,Rött vin,Spanien
Condado de Oriza 409,199,750,Rött vin,Spanien
Manero Rosso,109,750,Rött vin,Italien
Chianti Colli Senesi Tenute del Cerro,119,750,Rött vin,Italien
Äppelbo Imperial Nitro Stout,39.9,330,Öl,Sverige
Parés Baltà Brut,99,750,Mousserande vin,Spanien
Twisted Twin DIPA,37.5,330,Öl,Sverige
Raventós i Blanc l'Hereu Brut,159,750,Mousserande vin,Spanien
African Pale Ale,32.6,330,Öl,Sverige
The Cloud Factory Sauvignon Blanc,95,750,Vitt vin,Nya Zeeland
The Big Top Zinfandel,89,750,Rött vin,USA
Domaine Mas Barrau Cabernet Franc,79,750,Rött vin,Frankrike
Le Dolci Colline Prosecco Brut,75,750,Mousserande vin,Italien
Rolly Gassmann Pinot Blanc,161,750,Vitt vin,Frankrike
Rolly Gassmann Riesling De Rorschwihr,249,750,Vitt vin,Frankrike
Rolly Gassmann Riesling Silberberg De Rorschwihr,289,750,Vitt vin,Frankrike
Rolly Gassmann Riesling Kappelweg De Rorschwihr,297,750,Vitt vin,Frankrike
Rolly Gassmann Pinot Noir De Rodern,297,750,Rött vin,Frankrike
Rolly Gassmann Pinot Noir Rorschwihr,533,750,Rött vin,Frankrike
Rolly Gassmann Gewurztraminer,200,750,Vitt vin,Frankrike
Rolly Gassmann Gewurztraminer Brandhurst De Bergheim Selection De Grain Nobles,512,750,Vitt vin,Frankrike
Rolly Gassmann Gewurztraminer Stegreben De Rorschwihr Selection Grain Nobles,886,750,Vitt vin,Frankrike
Alhambra Special,27.4,330,Öl,Spanien
Cristal,34,330,Öl,Peru
Robert Wells Boogie Beer,29.5,500,Öl,Tjeckien
Evans & Tate Breathing Space Sauvignon Blanc,95,750,Vitt vin,Australien
La Trappe Isid'or,79.9,750,Öl,Nederländerna
Antica Chiusina,399,750,Rött vin,Italien
Stockholm Brewing India Pale Ale,35.5,330,Öl,Sverige
Koval Four Grain,696,500,Whisky,USA
La Mujer Cañón Uvas Felices,579,750,Rött vin,Spanien
Ingefära Ale,26,330,Öl,Sverige
Koval Millet,666,500,Whisky,USA
Puligny-Montrachet Domaine Pernot Belicard,399,750,Vitt vin,Frankrike
Herman Hedning Selfish Bastard,34.7,500,Öl,Sverige
Zlatan Otok Posip,233,750,Vitt vin,Kroatien
Zlatan Otok Crljenak,298,750,Rött vin,Kroatien
Joars Gästabud,36.9,330,Öl,Sverige
Joars Skvattram,32.7,330,Öl,Sverige
Lidköping Spumante,101,750,Mousserande vin,Italien
Fryken Havre Ale,26.9,330,Öl,Sverige
La Corte del Pozzo Amarone della Valpolicella,425,750,Rött vin,Italien
Langhe La Tartufaia Giulia Negri Pinot Noir,179,750,Rött vin,Italien
Turner Pageot Les Choix,238,750,Rött vin,Frankrike
Viven Porter,34,330,Öl,Belgien
Southern Right Pinotage,199,750,Rött vin,Sydafrika
Ti Amo Spumante Brut,89,750,Mousserande vin,Italien
Natura Duche d´Uzes Rouge,96,750,Rött vin,Frankrike
Kanonkop Paul Sauer,335,750,Rött vin,Sydafrika
Negra Modelo,16.9,355,Öl,Mexiko
Jacob's Creek Earth Vine Grape Shiraz Cabernet Sauvignon,95,750,Rött vin,Australien
Meerlust Cabernet Sauvignon,235,750,Rött vin,Sydafrika
Langhe Nebbiolo Azelia,179,750,Rött vin,Italien
Cuvée Royale Blanc de Blancs,189,750,Mousserande vin,Sydafrika
Côte-Rôtie Brune et Blonde Guigal,429,750,Rött vin,Frankrike
Craigellachie 13 Aged Years,525,700,Whisky,Storbritannien
Cecchi Sangiovese,79,750,Rött vin,Italien
Jonty's Ducks Pekin White,109,750,Vitt vin,Sydafrika
Castoro Cellars Reserve Grenache,129,750,Rött vin,USA
Ben Nevis Sinlge White Port Cask 10 Years,1973,700,Whisky,Storbritannien
Ben Nevis 25 Years,6161,700,Whisky,Storbritannien
Ben Nevis Port Wood 21 Years,5925,700,Whisky,Storbritannien
Ben Nevis De Luxe Blended 12 Years,551,700,Whisky,Storbritannien
Ben Nevis Macdonald´s Glencoe 8 Years,831,700,Whisky,Storbritannien
Louis Roederer Brut Vintage,575,750,Mousserande vin,Frankrike
Highland Journey Blended Malt,599,700,Whisky,Storbritannien
Skebo Herrgårdsporter,30,500,Öl,Sverige
Terreno Bianco Professore,189,750,Vitt vin,Italien
Terreno ASofia Sangiovese,249,750,Rött vin,Italien
Anders En Bitter Svensk,43.7,500,Öl,Sverige
The Fat Lady Sings,139,750,Rött vin,Italien
Dr von Bassermann-Jordan Riesling Trocken,181,750,Vitt vin,Tyskland
Bernhart Spätburgunder RG,586,750,Rött vin,Tyskland
Bernhart -S- Spätburgunder Trocken Erste Lage,329,750,Rött vin,Tyskland
Weinhof Scheu Kalkstein Weissburgunder Trocken,177,750,Vitt vin,Tyskland
